question,passage,label
is abu dhabi and dubai the same place,"Abu Dhabi (US: /ˈɑːbuː ˈdɑːbi/, UK: /ˈæbuː/; Arabic: أبو ظبي‎ Abū Ẓabī (ɐˈbuˈðʕɑbi)) is the capital and the second most populous city of the United Arab Emirates (the most populous being Dubai), and also capital of the Emirate of Abu Dhabi, the largest of the UAE's seven emirates. Abu Dhabi lies on a T-shaped island jutting into the Persian Gulf from the central western coast. The city of Abu Dhabi has an estimated population of 1.8 million in 2016.",0
has anyone ever won the wsop main event twice,"Johnny Moss was the first person to win the WSOP. Since then only Moss and Stu Ungar have won the Main Event three times; Ungar is the only one to have won three times in the freeze-out format. Moss, Ungar, Doyle Brunson and Johnny Chan are the only people who have won the Main Event two years in a row. Johnny Chan's second victory in 1988 was featured on the 1998 film Rounders. Peter Eastgate was the youngest person to win the Main Event when he won it in 2008, at 22 years of age. He held that record for one year, when 21-year-old Joe Cada became the youngest Main Event champion.",1
is the strangers prey at night a remake,"The Strangers: Prey at Night is a 2018 American slasher film directed by Johannes Roberts and starring Christina Hendricks, Martin Henderson, Bailee Madison and Lewis Pullman. A sequel to the 2008 film The Strangers, it is written by Bryan Bertino (who wrote and directed the first film) and Ben Ketai. Mike and his wife Cindy take their son and daughter on a road trip that becomes their worst nightmare. The family members soon find themselves in a desperate fight for survival when they arrive at a secluded mobile home park that's mysteriously deserted -- until three masked psychopaths show up to satisfy their thirst for blood.",0
is boiling point a characteristic property of matter,"A characteristic property is a chemical or physical property that helps identify and classify substances. The characteristic properties of a substance are always the same whether the sample being observed is large or small. Examples of characteristic properties include freezing/melting point, boiling/condensing point, density, viscosity and solubility.",1
is shea butter made from a tree nut,"Shea butter (/ʃiː/, /ˈʃiːə/, or /ʃeɪ/) is a fat extracted from the nut of the African shea tree (Vitellaria paradoxa). It is usually yellow in color when raw, with more processed versions being ivory or white in color. Shea butter is a triglyceride (fat) derived mainly from stearic acid and oleic acid. It is widely used in cosmetics as a moisturizer, salve or lotion. Shea butter is edible and is used in food preparation in some African countries. Occasionally, shea butter is mixed with other oils as a substitute for cocoa butter, although the taste is noticeably different.",1
does the carrie diaries have a season 3,"The pilot was picked up by The CW to a series order of 13 episodes in May 2012. Four months into the first season, the network renewed The Carrie Diaries for a second season, which premiered in October 2013. In May 2014, The CW canceled the series after two seasons.",0
is a father in law considered a relative,"A parent-in-law is a person who has a legal affinity with another by being the parent of the other's spouse. Many cultures and legal systems impose duties and responsibilities on persons connected by this relationship. A person is a son-in-law or daughter-in-law to the parents of the spouse, who are in turn also the parents of those sisters-in-law and brothers-in-law (if any) who are siblings of the spouse (as opposed to spouses of siblings). Together the members of this family affinity group are called the in-laws.",1
is atmospheric pressure always equal to 1 atm,"Atmospheric pressure, sometimes also called barometric pressure, is the pressure within the atmosphere of Earth (or that of another planet). In most circumstances atmospheric pressure is closely approximated by the hydrostatic pressure caused by the weight of air above the measurement point. As elevation increases, there is less overlying atmospheric mass, so that atmospheric pressure decreases with increasing elevation. Pressure measures force per unit area, with SI units of Pascals (1 pascal = 1 newton per square metre, 1 N/m). On average, a column of air with a cross-sectional area of 1 square centimetre (cm), measured from mean (average) sea level to the top of Earth's atmosphere, has a mass of about 1.03 kilogram and exerts a force or ``weight'' of about 10.1 newtons or 2.37 lb, resulting in a pressure at sea level of about 10.1 N/cm or 101 kN/m (101 kilopascals, kPa). A column of air with a cross-sectional area of 1 in (6.45 cm) would have a mass of about 6.65 kg and a weight of about 65.4 N or 14.7 lb, resulting in a pressure of 10.1 N/cm or 14.7 lb/in.",0
are there sharks in the long island sound,"The most common marine fish in the Sound include porgy, butterfish, winter flounder, summer flounder, windowpane flounder, fourspot flounder, northern and striped sea robin, little skate, menhaden, Atlantic silversides, black seabass, blackfish (tautog), cunner, bluefish, and smooth dogfish. Frequently Atlantic bonito and false albacore, both members of the tuna family, enter the sound and can be caught by anglers from small boats and shore. Many species have declined rapidly since 1975 due to over fishing. Winter flounder may not be currently present except for rare, small local populations. Tautog and summer flounder are also less numerous. Anadromous fishes include striped bass, white perch, alewives, blueback herring, and American and hickory shad. Although several shark species likely infrequently wander in and out of the Sound, e.g. blue shark, mako shark, hammerhead shark & thresher shark, there are only four species of sharks which are regularly found in the area. These are the sand tiger shark, the sandbar shark, the spiny dogfish and the smooth dogfish.",1
does angel food cake have flour in it,"Angel food cake, or angel cake, is a type of sponge cake made with egg whites, flour, and sugar. A whipping agent, such as cream of tartar, is commonly added. It differs from other cakes because it uses no butter. Its structure comes from whipped egg whites known as a protein foam. Angel food cake originated in the United States and first became popular in the late 19th century. It gained its unique reputation along with its name due to its light and fluffy texture, said to resemble the ``food of the angels''.",1
is palm kernel oil the same as coconut oil,"Palm kernel oil is an edible plant oil derived from the kernel of the oil palm Elaeis guineensis. It should not be confused with the other two edible oils derived from palm fruits: palm oil, extracted from the pulp of the oil palm fruit, and coconut oil, extracted from the kernel of the coconut.",0
are honey bees the same as bumble bees,"Like their relatives the honeybees, bumblebees feed on nectar, using their long hairy tongues to lap up the liquid; the proboscis is folded under the head during flight. Bumblebees gather nectar to add to the stores in the nest, and pollen to feed their young. They forage using colour and spatial relationships to identify flowers to feed from. Some bumblebees steal nectar, making a hole near the base of a flower to access the nectar while avoiding pollen transfer. Bumblebees are important agricultural pollinators, so their decline in Europe, North America, and Asia is a cause for concern. The decline has been caused by habitat loss, the mechanisation of agriculture, and pesticides.",0
is there anything bigger than $100 bill,"The Federal Reserve began taking high-denomination currency out of circulation (destroying large bills received by banks) in 1969. As of May 30, 2009, only 336 $10,000 bills were known to exist; 342 remaining $5,000 bills; and 165,372 remaining $1,000 bills. Due to their rarity, collectors often pay considerably more than the face value of the bills to acquire them. Some are in museums in other parts of the world.",1
can you move a king backwards in chess,"A king can move one square in any direction (horizontally, vertically, or diagonally) unless the square is already occupied by a friendly piece or the move would place the king in check. As a result, the opposing kings may never occupy adjacent squares (see opposition), but the king can give discovered check by unmasking a bishop, rook, or queen. The king is also involved in the special move of castling.",1
is the find my iphone app automatically installed,"The service itself is integrated into iOS and macOS, while enabled devices can be tracked using either an iOS app or the iCloud website. On iOS 8 and older, the tracking app can be downloaded from the App Store free of charge. Starting in iOS 9, the app was bundled with the operating system.",1
was better call saul filmed before breaking bad,"Better Call Saul is an American television crime drama series created by Vince Gilligan and Peter Gould. It is a spin-off prequel of Gilligan's prior series Breaking Bad. Set in the early 2000s, Better Call Saul follows the story of con-man turned small-time lawyer, Jimmy McGill (Bob Odenkirk), six years before the events of Breaking Bad, showing his transformation into the persona of criminal-for-hire Saul Goodman. Jimmy becomes the lawyer of former beat cop Mike Ehrmantraut (Jonathan Banks), whose relevant skill set allows him to enter the criminal underworld of drug trafficking in Albuquerque, New Mexico. The show premiered on AMC on February 8, 2015. The 10-episode fourth season is scheduled to air starting August 6, 2018, and the show has been renewed for a fifth season.",0
have any satellites or robots been to neptune,"The exploration of Neptune has only begun with one spacecraft, Voyager 2 in 1989. Currently there are no approved future missions to visit the Neptunian system. NASA, ESA and also independent academic groups have proposed future scientific missions to visit Neptune. Some mission plans are still active, while others have been abandoned or put on hold.",1
can a horse win the kentucky derby twice,"The Kentucky Derby /ˈdɜːrbi/, is a horse race that is held annually in Louisville, Kentucky, United States, on the first Saturday in May, capping the two-week-long Kentucky Derby Festival. The race is a Grade I stakes race for three-year-old Thoroughbreds at a distance of one and a quarter miles (2 km) at Churchill Downs. Colts and geldings carry 126 pounds (57 kilograms) and fillies 121 pounds (55 kilograms).",0
is there a season 5 of melissa and joey,"On February 9, 2015, ABC Family decided to end the show after four seasons and a total of 104 episodes for the series. The series finale aired on August 5, 2015.",0
is there a medical school in las vegas,"University of Nevada, Las Vegas (UNLV) School of Medicine, is an academic division of the University of Nevada, Las Vegas (UNLV) with 60 students matriculated on July 17, 2017. The students began their education with a 6 week EMT course. The school is the first to grant the Doctor of Medicine (MD) degree in Southern Nevada. The school uses facilities in the University Medical Center of Southern Nevada (UMCSN) clinical building at the Las Vegas Medical District.",1
do you fight any gods in god of war,"The overall story arc focuses on the series' only playable single-player character, the protagonist Kratos, a Spartan warrior haunted by visions of himself accidentally killing his wife and child. The character finally avenges his family by killing his former master and manipulator, Ares, the God of War. Although Kratos becomes the new God of War, he is still plagued by nightmares and is eventually betrayed by Zeus, the King of the Olympian Gods--revealed by the goddess Athena to be Kratos' father. The constant machinations of the gods and Titans and their misuse of Kratos eventually drive him to destroy Mount Olympus. Many years following the destruction of Olympus, Kratos ends up in Midgard with a son named Atreus. He trains and teaches the boy while hiding his past from him. Their journey to keep a promise to the boy's late mother ends with Kratos and Atreus becoming enemies to the Norse gods.",1
is percy jackson in the blood of olympus,"The seven demigods of the Prophecy of Seven--Percy Jackson, Annabeth Chase, Jason Grace, Leo Valdez, Piper McLean, Hazel Levesque, and Frank Zhang--go on their final adventure to defeat Gaea while Nico di Angelo, Reyna Avila Ramírez-Arellano, and Coach Gleeson Hedge attempt to bring the Athena Parthenos to Camp Half-Blood in order to prevent a war between the Roman and Greek demigods. The novel is narrated in third-person, alternating between the points of view of Jason, Piper, Leo, Reyna, and Nico, making it the first time in the series that someone other than one of the seven demigods of the prophecy is the viewpoint character.",1
is eeyore from winnie the pooh a donkey,"Eeyore (/ˈiːɔːr/ ( listen) EE-or) is a character in the Winnie-the-Pooh books by A.A. Milne. He is generally characterized as a pessimistic, gloomy, depressed, anhedonic, old grey stuffed donkey who is a friend of the title character, Winnie-the-Pooh.",1
can you own a pet skunk in canada,"Although capable of living indoors with humans similarly to cats or dogs, pet skunks are relatively rare, partly due to restrictive laws and the complexity of their care. Pet skunks are mainly kept in the United States, Canada, Germany, the Netherlands, Poland, and Italy.",1
is ihop and applebee's owned by the same company,"Dine Brands Global Inc, formerly DineEquity Inc., and before that IHOP Corporation, is an American company that franchises and operates IHOP and Applebee's restaurants. The company is headquartered in Glendale, California.",1
does the animal cell have a cell membrane,"While Robert Hooke's discovery of cells in 1665 led to the proposal of the Cell Theory, Hooke misled the cell membrane theory that all cells contained a hard cell wall since only plant cells could be observed at the time. Microscopists focused on the cell wall for well over 150 years until advances in microscopy were made. In the early 19th century, cells were recognized as being separate entities, unconnected, and bound by individual cell walls after it was found that plant cells could be separated. This theory extended to include animal cells to suggest a universal mechanism for cell protection and development. By the second half of the 19th century, microscopy was still not advanced enough to make a distinction between cell membranes and cell walls. However, some microscopists correctly identified at this time that while invisible, it could be inferred that cell membranes existed in animal cells due to intracellular movement of components internally but not externally and that membranes weren't the equivalent of a cell wall to plant cell. It was also inferred that cell membranes weren't vital components to all cells. Many refuted the existence of a cell membrane still towards the end of the 19th century. In 1890, an update to the Cell Theory stated that cell membranes existed, but were merely secondary structures. It wasn't until later studies with osmosis and permeability that cell membranes gained more recognition. In 1895, Ernest Overton proposed that cell membranes were made of lipids.",1
is your body temp lower in the morning,"Temperature control (thermoregulation) is part of a homeostatic mechanism that keeps the organism at optimum operating temperature, as the temperature affects the rate of chemical reactions. In humans, the average internal temperature is 37.0 °C (98.6 °F), though it varies among individuals. However, no person always has exactly the same temperature at every moment of the day. Temperatures cycle regularly up and down through the day, as controlled by the person's circadian rhythm. The lowest temperature occurs about two hours before the person normally wakes up. Additionally, temperatures change according to activities and external factors.",1
is there a run rule in ncaa softball,"In NCAA softball, the rule is invoked if one team is ahead by at least eight runs after five innings and, unlike with college baseball, applies in the NCAA tournament as well with the exception of the championship series. In American high school softball, most states use a mercy rule of 20 runs ahead in three innings or 10 in five innings. (In either case, if the home team is ahead by the requisite number of runs, the game will end after the top half of the inning.)",1
is frasier filmed in front of a live audience,"The cast had an unusual amount of freedom to suggest changes to the script. Grammer used an acting method he called ``requisite disrespect'' and did not rehearse with the others, instead learning and rehearsing his lines once just before filming each scene in front of a live studio audience. Although effective, the system often caused panic among guest stars. In 1996, Grammer's recurrent alcoholism led to a car accident; the cast and crew performed an intervention that persuaded him to enter the Betty Ford Clinic, delaying production for a month.",1
can a federal law override a state law,"The Supremacy Clause of the United States Constitution (Article VI, Clause 2) establishes that the Constitution, federal laws made pursuant to it, and treaties made under its authority, constitute the supreme law of the land. It provides that state courts are bound by the supreme law; in case of conflict between federal and state law, the federal law must be applied. Even state constitutions are subordinate to federal law. In essence, it is a conflict-of-laws rule specifying that certain federal acts take priority over any state acts that conflict with federal law. In this respect, the Supremacy Clause follows the lead of Article XIII of the Articles of Confederation, which provided that ``Every State shall abide by the determination of the United States in Congress Assembled, on all questions which by this confederation are submitted to them.'' A constitutional provision announcing the supremacy of federal law, the Supremacy Clause assumes the underlying priority of federal authority, at least when that authority is expressed in the Constitution itself. No matter what the federal government or the states might wish to do, they have to stay within the boundaries of the Constitution. This makes the Supremacy Clause the cornerstone of the whole American political structure.",1
are black widow and red back spiders the same,"A member of the genus Latrodectus in the family Theridiidae, the redback belongs in a clade with the black widow spider, with the katipo as its closest relative. A 2004 molecular study supports the redback's status as a distinct species, as does the unique abdomen-presenting behaviour of the male during mating. The close relationship between the two species is shown when mating: the male redback is able to successfully mate with a female katipo producing hybrid offspring. However, the male katipo is too heavy to mate with the female redback, as it triggers a predatory response in the female when it approaches the web, causing the female to eat it. There is evidence of interbreeding between female katipo and male redbacks in the wild.",0
is coca tea legal in the united states,"Coca tea is legal in Colombia, Peru, Bolivia, Argentina, Ecuador, and Chile. However, its use is being discouraged in part by the Single Convention on Narcotic Drugs. Coca tea is illegal in the United States unless it is decocainized.",0
is a garbanzo bean and a chickpea the same thing,"The chickpea or chick pea (Cicer arietinum) is a legume of the family Fabaceae, subfamily Faboideae. Its different types are variously known as gram or Bengal gram, garbanzo or garbanzo bean, or Egyptian pea. Its seeds are high in protein. It is one of the earliest cultivated legumes: 7,500-year-old remains have been found in the Middle East. In 2016, India produced 64% of the world's total chickpeas.",1
can a passport card be used for domestic flights,"The U.S. Passport Card is the de facto national identification card of the United States and a limited travel document issued by the federal government of the United States in the size of a credit card. Like a passport book, the passport card is only issued to U.S. citizens and U.S. nationals exclusively by the U.S. Department of State and is compliant to the standards for identity documents set by the REAL ID Act and can be used as proof of U.S. citizenship. The passport card's intended primary purpose is for identification and to allow cardholders to travel by domestic air flights within the United States and to enter or exit the United States via land and sea between member states of the Western Hemisphere Travel Initiative (WHTI). However, the passport card cannot be used for international air travel.",1
was ontario one of the last province to introduce human rights legislation,"The Ontario Human Rights Code was the first law of its kind in Canada. Before June 15, 1962, various laws dealt with different kinds of discrimination. The Code brought them together into one law and added some new protections.",0
is there any toys r us still open in the world,"The bankruptcy of the chain in the United States has not affected various international operations, however, including Asia and Africa. Discussion then turned to the fate of the Canadian branches. The UK and U.S. stores closed on April 24 and June 29, 2018, respectively. However, the company still exists as the owner of the international operations, with the exception of the Canadian stores.",1
is railroad retirement the same as social security,"The RRB serves U.S. railroad workers and their families, and administers retirement, survivor, unemployment, and sickness benefits. Consequently, railroad workers do not participate in the United States Social Security program. The RRB's headquarters are in Chicago, Illinois, with field offices throughout the country.",0
is this is us over for the season,"The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. This Is Us served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.",1
is there such a thing as spring fever,"Spring fever is any of a number of mood, physical, or behavioral changes, which may be experienced coinciding with the arrival of spring, particularly restlessness, laziness, and even amorousness.",1
do red cards carry over in world cup,"A player sanctioned with a red card was sent off from the pitch and could not be replaced. Furthermore, the player was automatically banned from his team's next match. After a straight red card, FIFA conducted a hearing and considered extending this ban beyond one match. If the ban extended beyond the end of the World Cup finals (for example, a player was sent off in his team's last match), it had to be served in the team's next competitive international match(es).",1
is there such thing as over drinking water,"Water intoxication, also known as water poisoning, hyperhydration, or water toxemia is a potentially fatal disturbance in brain functions that results when the normal balance of electrolytes in the body is pushed outside safe limits by overhydration (excessive water intake).",1
do you need a pal to possess ammunition,"A possession and acquisition licence is a licence that allows individuals in Canada to possess and acquire firearms as well as ammunition. Licences are typically valid for five years and must be renewed prior to expiry to maintain all classes. If an individual possessing a PAL is convicted of certain offences, a PAL can be revoked. If an individual does not renew their PAL prior to its expiration date or if they have their PAL revoked, they must legally dispose of any firearms in their possession. A licence for prohibited firearms can be issued to qualifying businesses, and very rarely to individuals (firearms they own, as the gun laws changed over time.) Previous convictions for serious violent, drug or weapons offences almost invariably result in the denial of the application.",1
is night of the living dead a true story,"Romero drew inspiration from Richard Matheson's I Am Legend (1954), a horror novel about a plague that ravages a futuristic Los Angeles. The infected in I Am Legend become vampire-like creatures and prey on the uninfected. Discussing the creation of Night of the Living Dead, Romero remarked, ``I had written a short story, which I basically had ripped off from a Richard Matheson novel called I Am Legend.'' Romero further explained:",0
can you breed a rabbit and a cat,"A cabbit is a fictional hybrid between a cat and a rabbit. They have appeared in fiction and fantasy stories including Japanese anime and manga, and have also been dubiously purported to have been observed in the wild. Most if not all observations are attributable to either misidentified Manx cats or outright hoaxes.",0
is the guy from deception really a twin,"As of 11 March 2018, Cutmore-Scott dons an American accent to play disgraced illusionist/magician-turned-FBI consultant Cameron Black following an illusion that goes horribly wrong in the new ABC murder-mystery series Deception. Cutmore-Scott also portrays Cameron's incarcerated, identical-twin brother Jonathan. Deception began airing the same evening in Canada on CTV.",0
is the first amendment in the bill of rights,"The First Amendment prohibits the making of any law respecting an establishment of religion, impeding the free exercise of religion, abridging the freedom of speech, infringing on the freedom of the press, interfering with the right to peaceably assemble or prohibiting the petitioning for a governmental redress of grievances. Initially, the First Amendment applied only to laws enacted by Congress, and many of its provisions were interpreted more narrowly than they are today.",1
is studio city in the san fernando valley,"Studio City is a neighborhood in the city of Los Angeles, California, in the San Fernando Valley. It is named after the studio lot that was established in the area by film producer Mack Sennett in 1927, now known as CBS Studio Center.",1
is there an alternative ending to how i met your mother,"An alternative cut of the ending appeared on the season nine DVD and the box set. It did not contain any new footage, but is edited in a way that changes the fates of Ted, Tracy and Robin. The voiceover is performed by Saget, rather than Radnor, and is completely different.",1
does the united states have a fixed exchange rate,"In the 21st century, the currencies associated with large economies typically do not fix or peg exchange rates to other currencies. The last large economy to use a fixed exchange rate system was the People's Republic of China, which, in July 2005, adopted a slightly more flexible exchange rate system, called a managed exchange rate. The European Exchange Rate Mechanism is also used on a temporary basis to establish a final conversion rate against the euro from the local currencies of countries joining the Eurozone.",0
is comcast and time warner the same company,"Citing the reduction of competition in the broadband and cable industries that would result from the merger, the Department of Justice planned to file an antitrust lawsuit against Comcast and Time Warner Cable in an effort to block it. On April 24, 2015, Comcast announced that it would withdraw its proposal to acquire TWC. Afterward, TWC would enter into an agreement to be acquired by Charter Communications.",0
has india won a gold medal in olympics,"India first participated at the Olympic Games in 1900, with a lone athlete (Norman Pritchard) winning two medals- both silver- in athletics. The nation first sent a team to the Summer Olympic Games in 1920, and has participated in every Summer Games since then. India has also competed at several Winter Olympic Games beginning in 1964. Indian athletes have won a total of 28 medals so far, all at the Summer Games. For a period of time, India national field hockey team was dominant in Olympic competition, winning eleven medals in twelve Olympics between 1920 and 1980. The run included 8 gold medals total and six successive gold medals from 1928--1956",1
is an imperial gallon the same as a us gallon,"The gallon (/ˈɡælən/) is a unit of measurement for fluid capacity in both the US customary units and the British imperial systems of measurement. Three significantly different sizes are in current use: the imperial gallon defined as 7000454609000000000♠4.54609 litres (4 imperial quarts or 8 imperial pints), which is used in the United Kingdom, Canada, and some Caribbean nations; the US gallon defined as 231 cubic inches (4 US liquid quarts or 8 US liquid pints) or about 3.785 L, which is used in the US and some Latin American and Caribbean countries; and the least-used US dry gallon defined as 1/8 US bushel (4.405 L).",0
are fixed costs and overhead costs the same,"In economics, fixed costs, indirect costs or overheads are business expenses that are not dependent on the level of goods or services produced by the business. They tend to be time-related, such as salaries or rents being paid per month, and are often referred to as overhead costs. This is in contrast to variable costs, which are volume-related (and are paid per quantity produced). For a simple example, such as a bakery, the monthly rent for the baking facilities, and the monthly payments for the security system and basic phone line are fixed costs, as they do not change according to how much bread the bakery produces and sells. On the other hands, the wage costs of the bakery are variable, as the bakery will have to hire more workers if the production of bread increases. The relation between fixed cost and variable cost can be modelled by an analytical formula.",1
does a cow produce milk all the time,"The dairy cow will produce large amounts of milk in its lifetime. Production levels peak at around 40 to 60 days after calving. Production declines steadily afterwards until milking is stopped at about 10 months. The cow is ``dried off'' for about sixty days before calving again. Within a 12 to 14-month inter-calving cycle, the milking period is about 305 days or 10 months long. Among many variables, certain breeds produce more milk than others within a range of around 6,800 to 17,000 kg (15,000 to 37,500 lbs) of milk per year.",0
have england ever won the women's world cup,"England have qualified for the FIFA Women's World Cup four times, reaching the quarter final stage on the first three occasions in 1995, 2007, and 2011, and finishing third in 2015. They reached the final of the UEFA Women's Championship in 1984 and 2009.",0
are nike air force 1 good for basketball,"As a performance shoe, the AF1 is still used for street play as well as for professional play. NBA players Jerry Stackhouse (who now wears Adidas) and Rasheed Wallace have worn AF1s on court.",1
did west virginia used to be part of virginia,"West Virginia is one of two American states formed during the American Civil War (1861--1865), along with Nevada, and is the only state to form by seceding from a Confederate state. It was originally part of the British Virginia Colony (1607--1776) and the western part of the state of Virginia (1776--1863), whose population became sharply divided over the issue of secession from the Union and in the separation from Virginia, formalized by admittance to the Union as a new state in 1863. West Virginia was one of the Civil War Border states.",1
can pool water change color if you pee in it,"Rumors of this chemical's existence go back at least as far as 1958, and the story is commonly told to children by parents who do not wish them to urinate in the pool. A 1985 biography of Orson Welles describes him using such a dye as part of a prank in 1937, and references to the substance can be found through popular culture over quite a lengthy time period. However, such a dye does not exist, and although a chemical could be manufactured that would react with urine, it would be difficult to prevent it from reacting to other organic substances present in pool water.",0
does the sahara desert in northern africa help south americas amazon rainforest grow,"More than 56% of the dust fertilizing the Amazon rainforest comes from the Bodélé depression in Northern Chad in the Sahara desert. The dust contains phosphorus, important for plant growth. The yearly Sahara dust replaces the equivalent amount of phosphorus washed away yearly in Amazon soil from rains and floods. Up to 50 million tonnes of Sahara dust per year are blown across the Atlantic Ocean.",1
can you boat from lake erie to lake ontario,"The Welland Canal is a ship canal in Ontario, Canada, connecting Lake Ontario and Lake Erie. It forms a key section of the St. Lawrence Seaway. Traversing the Niagara Peninsula from Port Weller to Port Colborne, it enables ships to ascend and descend the Niagara Escarpment and bypass Niagara Falls.",1
does the wnba play with a smaller ball,"The regulation WNBA ball is a minimum 28.5 inches (72.4 cm) in circumference, which is 1.00 inch (2.54 cm) smaller than the NBA ball. This is a standard size 6 ball. As of 2008, this size is used for all senior-level women's competitions worldwide.",1
do hela cells have a normal number of chromosomes,"Horizontal gene transfer from human papillomavirus 18 (HPV18) to human cervical cells created the HeLa genome, which is different from Henrietta Lacks' genome in various ways, including its number of chromosomes. HeLa cells are rapidly dividing cancer cells, and the number of chromosomes varied during cancer formation and cell culture. The current estimate (excluding very tiny fragments) is a ``hypertriploid chromosome number (3n+)'' which means 76 to 80 total chromosomes (rather than the normal diploid number of 46) with 22--25 clonally abnormal chromosomes, known as HeLa signature chromosomes.'' The signature chromosomes can be derived from multiple original chromosomes, making challenging summary counts based on original numbering. Researchers have also noted how stable these aberrant karyotypes can be:",0
can the nazca lines be seen from the ground,"Contrary to the popular belief that the lines and figures can only be seen from an aircraft, they are visible from the surrounding foothills and other high places.",1
does any movie have a 100 on rotten tomatoes,"On the film review aggregation website Rotten Tomatoes, films that have exclusively positive reviews and have been reviewed by at least five critics have a 100% approval rating. Many of these films, particularly those with a high number of positive reviews, have achieved wide critical acclaim and are often considered among the best. A number of these films also appear on the AFI's 100 Years...100 Movies lists, but there are many others and several entries with dozens of positive reviews, which are considered surprising to some experts. To date, Paddington 2 holds the site's record, with an approval rating of 100% and 205 positive reviews.",1
did the titanic sank on its maiden voyage,"RMS Titanic was a British passenger liner that sank in the North Atlantic Ocean in the early hours of 15 April 1912, after colliding with an iceberg during its maiden voyage from Southampton to New York City. There were an estimated 2,224 passengers and crew aboard, and more than 1,500 died, making it one of the deadliest commercial peacetime maritime disasters in modern history. RMS Titanic was the largest ship afloat at the time it entered service and was the second of three Olympic-class ocean liners operated by the White Star Line. It was built by the Harland and Wolff shipyard in Belfast. Thomas Andrews, her architect, died in the disaster.",1
is the stop codon part of the coding region,"The coding region of a gene, also known as the CDS (from CoDing Sequence), is that portion of a gene's DNA or RNA that codes for protein. The region usually begins at the 5' end by a start codon and ends at the 3' end with a stop codon.",1
are liquor stores in oklahoma open on 4th of july,"It is illegal to sell packaged liquor (off-premises sales) on Sundays. Sales also are prohibited on Memorial Day, Independence Day, Labor Day, Thanksgiving Day, and Christmas Day. Low-point beer for consumption off-premises may not be sold between 2:00 a.m. and 6:00 a.m.",0
was there a sequel to the golden compass movie,"In 2011, Philip Pullman remarked at the British Humanist Association annual conference that due to the first film's disappointing sales in the United States, there would not be any sequels made.",0
is fantastic beasts and where to find them a book,"Fantastic Beasts and Where to Find Them is a 2001 book written by British author J.K. Rowling (under the pen name of the fictitious author Newt Scamander) about the magical creatures in the Harry Potter universe. The original version, illustrated by the author herself, purports to be Harry Potter's copy of the textbook of the same name mentioned in Harry Potter and the Philosopher's Stone (or Harry Potter and the Sorcerer's Stone in the US), the first novel of the Harry Potter series. It includes several notes inside it supposedly handwritten by Harry, Ron Weasley, and Hermione Granger, detailing their own experiences with some of the beasts described, and including in-jokes relating to the original series.",1
does density depend on the type of material,"For a pure substance the density has the same numerical value as its mass concentration. Different materials usually have different densities, and density may be relevant to buoyancy, purity and packaging. Osmium and iridium are the densest known elements at standard conditions for temperature and pressure but certain chemical compounds may be denser.",1
is antarctica the same as the south pole,"Situated on the continent of Antarctica, it is the site of the United States Amundsen--Scott South Pole Station, which was established in 1956 and has been permanently staffed since that year. The Geographic South Pole is distinct from the South Magnetic Pole, the position of which is defined based on the Earth's magnetic field. The South Pole is at the center of the Southern Hemisphere.",0
does her dad die in the last song,"Ronnie soon hears the rumor that her father burned down the church from some locals. Distraught, she goes to Will and laments about the situation. Will, knowing that it was actually his friend Scott who while playing around set fire to the church, is overcome by guilt and goes to Steve to apologize. When Ronnie comes in hearing this, she walks out and Will follows where they have an argument and break up. Will leaves. Fall arrives and Jonah returns to New York for the school year. Ronnie stays behind to take care of their father, who revealed to Ronnie & Jonah during the summer that he is terminally ill. Leading a slow life, she tries to make up for the time with her father that she's lost. She continues work on a composition he had been writing (titled ``For Ronnie''), after losing the steadiness of his hands due to his illness. He dies just as she finishes it.",1
is copa airlines part of the star alliance,"Compañía Panameña de Aviación, S.A., (NYSE: CPA) (commonly referred to and branded simply as ``Copa Airlines'') is the flag carrier of Panama. It is headquartered in Panama City, Panama, with its main hub at Tocumen International Airport. Copa is a subsidiary of Copa Holdings, S.A. as well as a member of the Star Alliance. The airline is also the main operator and owner of Colombian airline AeroRepública, currently known as Copa Airlines Colombia.",1
does age of ultron come after winter soldier,"The first film in the series was Iron Man (2008), which was distributed by Paramount Pictures. Paramount also distributed Iron Man 2 (2010), Thor (2011) and Captain America: The First Avenger (2011), while Universal Pictures distributed The Incredible Hulk (2008). Walt Disney Studios Motion Pictures began distributing the films with the 2012 crossover film The Avengers, which concluded Phase One of the franchise. Phase Two includes Iron Man 3 (2013), Thor: The Dark World (2013), Captain America: The Winter Soldier (2014), Guardians of the Galaxy (2014), Avengers: Age of Ultron (2015), and Ant-Man (2015).",1
is there a dodo in alice in wonderland,"The Dodo is a fictional character appearing in Chapters 2 and 3 of the book Alice's Adventures in Wonderland by Lewis Carroll (Charles Lutwidge Dodgson). The Dodo is a caricature of the author. A popular but unsubstantiated belief is that Dodgson chose the particular animal to represent himself because of his stammer, and thus would accidentally introduce himself as ``Do-do-dodgson''. Historically, the Dodo was a non-flying bird that lived on the island of Mauritius, east of Madagascar in the Indian Ocean. It became extinct in the mid 17th century during the colonisation of the island by the Dutch.",1
